Address,Title,Price,Area,Land Area,Rooms,Price per m²,Link
Targówek,dom na sprzedaż 166m2,1 980 000 zł,"166,09 
m
2","0,0150 
ha",4,"11 921 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-166m2/155683033
Ursynów,dom na sprzedaż 131m2,1 390 000 zł,"130,84 
m
2","0,0000 
ha",5,"10 624 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-131m2/155682958
"Ursus, Henryka Opieńskiego",dom na sprzedaż 450m2,2 400 000 zł,"450 
m
2","0,0569 
ha",8,"5 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-henryka-opienskiego-450m2/155682834
Praga-Południe Gocławek,dom na sprzedaż 259m2,1 899 000 zł,"259 
m
2","0,0732 
ha",7,"7 332 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-goclawek-259m2/155682023
"Białołęka, Stanisława Chudoby",dom na sprzedaż 194m2,1 880 000 zł,"194 
m
2","0,0413 
ha",6,"9 691 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-stanislawa-chudoby-194m2/155681978
Wawer,dom na sprzedaż 104m2,1 455 000 zł,"104,21 
m
2","0,0157 
ha",4,"13 962 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-104m2/155681946
"Mokotów, Etiudy Rewolucyjnej",dom na sprzedaż 270m2,3 590 000 zł,"270 
m
2","0,0470 
ha",6,"13 296 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-etiudy-rewolucyjnej-270m2/155463054
Białołęka,dom na sprzedaż 216m2,2 250 000 zł,"216 
m
2","0,0400 
ha",1,"10 417 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-216m2/155681762
"Ursynów, Modraszki",dom na sprzedaż 300m2,2 999 000 zł,"300 
m
2","0,0654 
ha",7,"9 997 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-modraszki-300m2/155681519
"Praga-Południe, Saska Kępa, Algierska",dom na sprzedaż 239m2,3 990 000 zł,"238,80 
m
2","0,0283 
ha",7,"16 709 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-algierska-239m2/155681449
Wesoła Stara Miłosna,dom na sprzedaż 117m2,790 000 zł,"117 
m
2","0,0300 
ha",4,"6 752 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-stara-milosna-117m2/155680577
dom Warszawa,dom na sprzedaż 600m2,3 100 000 zł,"600 
m
2","0,1838 
ha",8,"5 167 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-600m2/155680467
"Wesoła, Armii Krajowej",dom na sprzedaż 323m2,2 670 000 zł,"322,57 
m
2","0,1326 
ha",7,"8 277 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-armii-krajowej-323m2/155679326
"Wilanów, Powsinek, Sągi",dom na sprzedaż 350m2,3 340 000 zł,"350 
m
2","0,0800 
ha",5,"9 543 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-sagi-350m2/155678930
Wilanów,dom na sprzedaż 300m2,3 600 000 zł,"300 
m
2","0,0750 
ha",6,"12 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-300m2/155678625
"Żoliborz, Marii Kazimiery",dom na sprzedaż 260m2,3 750 000 zł,"260 
m
2","0,0450 
ha",7,"14 423 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-marii-kazimiery-260m2/155678463
"Żoliborz, Gdańska",dom na sprzedaż 457m2,3 500 000 zł,"457 
m
2","0,0356 
ha",17,"7 659 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-gdanska-457m2/155678432
"Bielany, Młociny, Pasymska",dom na sprzedaż 450m2,3 900 000 zł,"450 
m
2","0,0900 
ha",8,"8 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-pasymska-450m2/155678280
Targówek,dom na sprzedaż 166m2,2 200 000 zł,"166,09 
m
2","0,0200 
ha",4,"13 246 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-166m2/155676831
"Praga-Południe, Pułtuska",dom na sprzedaż 388m2,4 900 000 zł,"387,80 
m
2","0,0276 
ha",7,"12 635 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-pultuska-388m2/155676481
Wilanów,dom na sprzedaż 200m2,2 200 000 zł,"200 
m
2","0,0261 
ha",6,"11 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-200m2/155676438
"Wilanów, Powsin, Zapłocie PATIO",dom na sprzedaż 400m2,4 500 000 zł,"400 
m
2","0,0680 
ha",6,"11 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-zaplocie-patio-400m2/155675829
Ursynów,dom na sprzedaż 195m2,1 980 000 zł,"194,68 
m
2","0,0000 
ha",5,"10 171 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-195m2/155675585
"Targówek, Zacisze, Dominiki",dom na sprzedaż 405m2,2 490 000 zł,"405,30 
m
2","0,0241 
ha",9,"6 144 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-dominiki-405m2/155675191
Wilanów,dom na sprzedaż 489m2,2 850 000 zł,"489 
m
2","0,1421 
ha",5,"5 828 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-489m2/155674942
"Białołęka, Choszczówka, Jabłoni",dom na sprzedaż 250m2,2 600 000 zł,"250 
m
2","0,1142 
ha",6,"10 400 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-jabloni-250m2/155674820
Mokotów,dom na sprzedaż 450m2,4 550 000 zł,"450 
m
2","0,1017 
ha",12,"10 111 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-450m2/155674694
Wilanów,dom na sprzedaż 132m2,1 795 000 zł,"132 
m
2","0,0300 
ha",4,"13 598 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-132m2/155673964
"Białołęka, Białołęka Dworska",dom na sprzedaż 280m2,3 100 000 zł,"280 
m
2","0,1601 
ha",6,"11 071 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-280m2/155673662
Praga-Południe Gocławek,dom na sprzedaż 165m2,1 500 000 zł,"165 
m
2","0,0314 
ha",5,"9 091 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-goclawek-165m2/155673519
"Wawer, Miedzeszyn, Przewodowa",dom na sprzedaż 200m2,1 950 000 zł,"200 
m
2","0,0800 
ha",6,"9 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-przewodowa-200m2/155673167
Wawer,dom na sprzedaż 430m2,7 990 000 zł,"430 
m
2","0,2150 
ha",6,"18 581 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-430m2/155672697
"Białołęka Brzeziny, Zbożowa",dom na sprzedaż 260m2,1 750 000 zł,"260 
m
2","0,1470 
ha",6,"6 731 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-brzeziny-zbozowa-260m2/155672307
Wilanów,dom na sprzedaż 220m2,4 100 000 zł,"220 
m
2","0,0910 
ha",5,"18 636 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-220m2/155671966
Ursynów,dom na sprzedaż 240m2,2 800 000 zł,"240 
m
2","0,0436 
ha",5,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-240m2/155671545
"Rembertów Stary Rembertów, Ignacego Paderewskiego",dom na sprzedaż 300m2,1 490 000 zł,"300 
m
2","0,0920 
ha",7,"4 967 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rembertow-stary-rembertow-ignacego-paderewskiego-300m2/155556843
Wilanów,dom na sprzedaż 156m2,1 299 000 zł,"156 
m
2","0,0167 
ha",5,"8 327 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-156m2/155671358
"Wawer, Jeziorowa",dom na sprzedaż 239m2,2 474 000 zł,"238,80 
m
2","0,0327 
ha",5,"10 360 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-jeziorowa-239m2/155670846
"Ursynów, Stary Imielin",dom na sprzedaż 280m2,3 999 000 zł,"280 
m
2","0,0294 
ha",6,"14 282 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-280m2/155670604
"Wesoła Stara Miłosna, Diamentowa",dom na sprzedaż 269m2,1 650 000 zł,"268,80 
m
2","0,0040 
ha",6,"6 138 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-stara-milosna-diamentowa-269m2/155670300
"Ursynów, Kabaty",dom na sprzedaż 230m2,5 289 000 zł,"230 
m
2","0,0405 
ha",5,"22 996 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-230m2/155669007
"Ursynów, Pyry",dom na sprzedaż 520m2,3 200 000 zł,"520 
m
2","0,2137 
ha",8,"6 154 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-520m2/155665652
Białołęka,dom na sprzedaż 134m2,1 660 000 zł,"133,60 
m
2","0,0387 
ha",4,"12 425 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-134m2/155665327
Wilanów,dom na sprzedaż 148m2,1 499 000 zł,"148,06 
m
2","0,0382 
ha",5,"10 124 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-148m2/155664189
Wilanów,dom na sprzedaż 148m2,1 499 000 zł,"148 
m
2","0,0382 
ha",5,"10 128 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-148m2/155663000
"Wawer, Międzylesie, Zwoleńska",dom na sprzedaż 142m2,2 190 000 zł,"141,65 
m
2","0,0300 
ha",5,"15 461 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zwolenska-142m2/155662712
Targówek,dom na sprzedaż 168m2,1 950 000 zł,"168 
m
2","0,0130 
ha",4,"11 607 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-168m2/155662643
Wawer Nadwiśle,dom na sprzedaż 151m2,1 875 000 zł,"151 
m
2","0,0312 
ha",4,"12 417 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-nadwisle-151m2/155662614
Wawer,dom na sprzedaż 180m2,1 300 000 zł,"180 
m
2","0,0360 
ha",5,"7 222 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-180m2/155662346
"Praga-Południe, Saska Kępa",dom na sprzedaż 270m2,2 790 000 zł,"270 
m
2","0,0400 
ha",6,"10 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-270m2/155661830
"Wilanów, Powsin, Kremowa",dom na sprzedaż 127m2,1 590 000 zł,"127 
m
2","0,0453 
ha",4,"12 520 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-kremowa-127m2/155660771
"Praga-Południe, Pułtuska",dom na sprzedaż 63m2,960 000 zł,"63 
m
2","0,0199 
ha",3,"15 238 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-pultuska-63m2/155659667
"Mokotów, Andrzeja Pszenickiego",dom na sprzedaż 278m2,2 650 000 zł,"278 
m
2","0,0321 
ha",7,"9 532 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-andrzeja-pszenickiego-278m2/155659091
"Białołęka, Kroczewska",dom na sprzedaż 162m2,2 550 000 zł,"162,42 
m
2","0,0367 
ha",5,"15 700 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-kroczewska-162m2/155657905
Wilanów,dom na sprzedaż 150m2,1 699 000 zł,"149,95 
m
2","0,0685 
ha",5,"11 330 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-150m2/155657198
"Wilanów, Powsinek",dom na sprzedaż 485m2,4 900 000 zł,"485 
m
2","0,1539 
ha",8,"10 103 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-485m2/155656912
Wilanów,dom na sprzedaż 209m2,2 850 000 zł,"208,76 
m
2","0,0600 
ha",6,"13 652 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-209m2/155655514
"Wola, Władysława Przanowskiego",dom na sprzedaż 370m2,4 000 000 zł,"370 
m
2","0,0250 
ha",9,"10 811 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wola-wladyslawa-przanowskiego-370m2/155654906
"Wilanów, Syta",dom na sprzedaż 360m2,2 990 000 zł,"360 
m
2","0,0550 
ha",7,"8 306 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-syta-360m2/155654904
"Włochy, Świerszcza",dom na sprzedaż 500m2,2 999 997 zł,"500 
m
2","0,0800 
ha",10,"6 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-swierszcza-500m2/155654197
Targówek,dom na sprzedaż 166m2,2 200 000 zł,"166 
m
2","0,0320 
ha",4,"13 253 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-166m2/155653273
Mokotów,dom na sprzedaż 206m2,2 747 000 zł,"206 
m
2","0,0277 
ha",6,"13 335 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-206m2/155652605
Ursynów,dom na sprzedaż 150m2,1 650 000 zł,"150,24 
m
2","0,0000 
ha",6,"10 982 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-150m2/155652284
"Bielany, Stare Bielany",dom na sprzedaż 180m2,3 899 000 zł,"180 
m
2","0,0300 
ha",7,"21 661 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-180m2/155650256
"Wawer, Falenica, Młoda",dom na sprzedaż 420m2,4 900 000 zł,"420 
m
2","0,0420 
ha",N/A,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-mloda-420m2/155650248
"Praga-Południe, Saska Kępa, Alzacka",dom na sprzedaż 174m2,3 100 000 zł,"173,80 
m
2","0,0155 
ha",5,"17 837 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-alzacka-174m2/155649923
"Wilanów, Wandy Rutkiewicz",dom na sprzedaż 269m2,4 550 000 zł,"269 
m
2","0,0200 
ha",6,"16 914 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-wandy-rutkiewicz-269m2/155649644
Wawer,dom na sprzedaż 197m2,2 460 000 zł,"197 
m
2","0,0408 
ha",6,"12 487 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-197m2/155649643
Ursynów,dom na sprzedaż 400m2,2 300 000 zł,"400 
m
2","0,0450 
ha",6,"5 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-400m2/155647820
"Wawer Falenica, Retmańska",dom na sprzedaż 156m2,1 249 000 zł,"156,28 
m
2","0,0519 
ha",5,"7 992 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-falenica-retmanska-156m2/155647813
"Białołęka, Poetów",dom na sprzedaż 121m2,1 800 000 zł,"120,98 
m
2","0,0195 
ha",5,"14 878 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-poetow-121m2/155647417
"Wesoła, Stara Miłosna, Pogodna",dom na sprzedaż 333m2,1 800 000 zł,"333 
m
2","0,0679 
ha",6,"5 405 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-pogodna-333m2/155647133
"Mokotów, Miączyńska",dom na sprzedaż 422m2,2 900 000 zł,"422 
m
2","0,0216 
ha",8,"6 872 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-miaczynska-422m2/155646847
"Wawer, Zerzeń",dom na sprzedaż 330m2,4 899 000 zł,"330 
m
2","0,1440 
ha",5,"14 845 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-330m2/155645793
"Włochy, Słowicza",dom na sprzedaż 358m2,2 800 000 zł,"358 
m
2","0,0909 
ha",7,"7 821 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-slowicza-358m2/155644677
"Ursynów, Pyry",dom na sprzedaż 150m2,1 650 000 zł,"150 
m
2","0,0513 
ha",5,"11 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-150m2/155644453
Mokotów,dom na sprzedaż 162m2,4 160 000 zł,"162 
m
2","0,0134 
ha",7,"25 679 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-162m2/155643563
Wilanów Powsin,dom na sprzedaż 150m2,1 690 000 zł,"150 
m
2","0,0360 
ha",5,"11 267 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-150m2/155643562
"Wawer, Wawer",dom na sprzedaż 244m2,2 400 000 zł,"243,70 
m
2","0,0750 
ha",6,"9 848 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-244m2/155642503
Białołęka,dom na sprzedaż 360m2,3 990 000 zł,"360 
m
2","0,1200 
ha",6,"11 083 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-360m2/155641323
Wawer,dom na sprzedaż 358m2,2 800 000 zł,"358 
m
2","0,1119 
ha",8,"7 821 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-358m2/155641321
Wawer,dom na sprzedaż 146m2,1 250 000 zł,"146 
m
2","0,0270 
ha",4,"8 562 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-146m2/155639367
Wilanów,dom na sprzedaż 270m2,4 450 000 zł,"270 
m
2","0,0340 
ha",7,"16 481 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-270m2/155639108
"Wilanów Zawady, Bruzdowa",dom na sprzedaż 230m2,2 180 000 zł,"230 
m
2","0,0490 
ha",6,"9 478 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-bruzdowa-230m2/155637948
Wilanów Powsin,dom na sprzedaż 230m2,3 100 000 zł,"230 
m
2","0,1600 
ha",7,"13 478 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-230m2/155637787
"Wawer, Międzylesie, Żonkilowa",dom na sprzedaż 110m2,1 700 000 zł,"110 
m
2","0,1236 
ha",3,"15 455 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zonkilowa-110m2/155637496
"Mokotów, Służew, Niedźwiedzia",dom na sprzedaż 368m2,4 000 000 zł,"368 
m
2","0,0430 
ha",7,"10 870 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-niedzwiedzia-368m2/155636672
Białołęka,dom na sprzedaż 426m2,3 650 000 zł,"426,14 
m
2","0,1930 
ha",8,"8 565 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-426m2/155634460
"Wilanów Zawady, Bruzdowa",dom na sprzedaż 346m2,2 599 000 zł,"346 
m
2","0,0450 
ha",6,"7 512 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-bruzdowa-346m2/155632646
"Targówek, Czarna Droga",dom na sprzedaż 210m2,2 400 000 zł,"210 
m
2","0,0425 
ha",7,"11 429 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-czarna-droga-210m2/155632498
"Wesoła, Stara Miłosna",dom na sprzedaż 140m2,1 200 000 zł,"140 
m
2","0,0140 
ha",5,"8 571 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-140m2/155631500
"Bemowo, Kazimierza Siemienowicza",dom na sprzedaż 160m2,1 850 000 zł,"160 
m
2","0,0536 
ha",6,"11 563 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-kazimierza-siemienowicza-160m2/155631385
Rembertów Stary Rembertów,dom na sprzedaż 380m2,2 349 000 zł,"380 
m
2","0,1421 
ha",7,"6 182 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rembertow-stary-rembertow-380m2/155631383
"Wilanów, Europejska",dom na sprzedaż 360m2,5 500 000 zł,"360 
m
2","0,0850 
ha",9,"15 278 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-europejska-360m2/155626907
"Wawer, Botaniczna",dom na sprzedaż 360m2,3 290 000 zł,"360 
m
2","0,1200 
ha",8,"9 139 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-botaniczna-360m2/155626906
"Ursynów, ppłk. Zbigniewa Stanisława Kiedacza",dom na sprzedaż 300m2,3 250 000 zł,"300 
m
2","0,0350 
ha",6,"10 833 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pplk-zbigniewa-stanislawa-kiedacza-300m2/155626569
"Ursynów, Moczydłowska",dom na sprzedaż 270m2,3 600 000 zł,"270 
m
2","0,0261 
ha",6,"13 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-moczydlowska-270m2/155622530
"Ursynów Dąbrówka, Indycza",dom na sprzedaż 412m2,2 500 000 zł,"412 
m
2","0,1154 
ha",15,"6 068 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-dabrowka-indycza-412m2/155622300
"Ursynów, Dumki",dom na sprzedaż 210m2,2 990 000 zł,"210 
m
2","0,3900 
ha",5,"14 238 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-dumki-210m2/155620515
dom Warszawa,dom na sprzedaż 150m2,1 249 000 zł,"150 
m
2","0,0127 
ha",5,"8 327 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-150m2/155620115
"Żoliborz, Kolektorska",dom na sprzedaż 214m2,2 600 000 zł,"213,69 
m
2","0,0294 
ha",5,"12 167 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-kolektorska-214m2/155618971
"Ursus, Kazimierza Gierdziejewskiego",dom na sprzedaż 24m2,130 000 zł,"24,20 
m
2","0,0150 
ha",3,"5 372 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-kazimierza-gierdziejewskiego-24m2/155593556
Praga-Południe,dom na sprzedaż 580m2,5 800 000 zł,"580 
m
2","0,0600 
ha",14,"10 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-580m2/155593523
"Mokotów, Andrzeja Pszenickiego",dom na sprzedaż 276m2,2 998 000 zł,"276 
m
2","0,0207 
ha",8,"10 862 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-andrzeja-pszenickiego-276m2/155593101
Wawer Falenica,dom na sprzedaż 201m2,2 590 000 zł,"201 
m
2","0,0890 
ha",5,"12 886 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-falenica-201m2/155577515
Białołęka,dom na sprzedaż 330m2,3 000 000 zł,"330 
m
2","0,3000 
ha",5,"9 091 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-330m2/155570202
Wawer,dom na sprzedaż 230m2,4 000 000 zł,"230 
m
2","0,0605 
ha",5,"17 391 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-230m2/155569700
"Białołęka, Brzeziny",dom na sprzedaż 300m2,3 800 000 zł,"300 
m
2","0,0992 
ha",6,"12 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-300m2/155569699
Białołęka,dom na sprzedaż 82m2,1 295 000 zł,"82 
m
2","0,1011 
ha",4,"15 793 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-82m2/155567576
Białołęka,dom na sprzedaż 247m2,1 690 000 zł,"246,96 
m
2","0,0820 
ha",5,"6 843 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-247m2/155567409
"Mokotów, Sadyba",dom na sprzedaż 182m2,2 790 000 zł,"182 
m
2","0,0400 
ha",4,"15 330 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sadyba-182m2/155565352
"Wilanów Powsinek, Ruczaj",dom na sprzedaż 174m2,1 935 000 zł,"174 
m
2","0,0780 
ha",5,"11 121 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsinek-ruczaj-174m2/155565322
"Wilanów Powsinek, Ruczaj",dom na sprzedaż 174m2,1 910 000 zł,"174 
m
2","0,0620 
ha",5,"10 977 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsinek-ruczaj-174m2/155565321
Wilanów,dom na sprzedaż 258m2,2 900 000 zł,"258 
m
2","0,0600 
ha",7,"11 240 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-258m2/155563934
Ursynów,dom na sprzedaż 179m2,1 700 000 zł,"178,55 
m
2","0,0000 
ha",6,"9 521 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-179m2/155561826
